texts,data_labels
[BT 10 MILLIONS DINARS],1
[STB 10 MILLIONS DINARS],1
[UIB 10 MILLIONS DINARS],1
[BNA 10 MILLIONS DINARS],1
[UBCI 7 MILLIONS DINARS],1
[AMEN BANK 10 MILLIONS DINARS],1
[ATTIJARI 10 MILLIONS DINARS],1
[الحكومة الان التصرف لايجاد مزودين للمواد الطبية و الوقائيةمحليا و العالم رغم صعوبة ايجاد يبيعنا],1
[المصدر],1
[https//wwapbtorgtn/wp-content/uploads/2020/03/90796437_3098652773486923_1892763504339845120_njpg],1
[#اوقفوا_حماقات_وزارة_التجارة],1
[#اعيدو_الفتح_الدائم_لأسواق_الجملة],1
[#اعيدو_الفتح_الدائم_لتجار_المواد_الغذائية_بالجملة],1
[ليستمر تزويد حاجيات البلاد المواد الطبية و الوقائية عاملات كونسوماد تقررن السكن و المبيت المصنع للعمل انقطاع],1
[فتحية للكادحات],1
[نساء بلادي، نساء و نصف \u2066✌️\u2069\u2066✌️\u2069],1
[الصورة الاولى  تحيتهم للعلم قبل الانعزال المعمل],1
[#شد_داارك],1
[خبر يعني شي، إحصائيا وبائيا، لكنو رغم شي مفرح ],1
[59 حالة 229 تحليل البارح،],1
[انخفاض عدد الاصابات اليوم الى 24 حالة جديدة رغم ارتفاع عدد ألتحاليل الى 309],1
[الحمدلله],1
[رب تحمي هالبلاد],1
[في قناة فرنسية خاصة لحظات، كليب قصير موسيقى روعة فيه],1
[- صور لاطباء و ممرضين يعملون],1
[- خبازة و فلاحين و تجار مواد غذائية يعملون],1
[- عمال نظافة يقومون بعملهم],1
[- جنود و امنيين يجوبون الشوارع],1
[- سواق نقل البضائع عرباتهم],1
[- اعوان الحماية المدنية يعملون],1
[الكتابة المصاحبة],1
[لكل ابطالنا يدافعون حياتنا، نقول لكم],1
[تليها صور للفرنسيين يصفقون شرفات منازلهم],1
[بصحتهم والله، يعرفون جنودهم الحرب، يقدرون جنودهم الحرب، يظهرون تقديرهم لجنودهم الحرب فهموا ان الاتصال سلاح جبار الحرب],1
[فهموا ان الامل الوحيد البقاء التضامن الوطني، بصحتهم الي عندهم اعلام هكا (],1
[محمد عمار، نائب مجلس النواب البوم],1
[ما يحصل اليوم حرب بيولوجية تنبأ عالم الفلك البريطاني مارتون رايس وهذا يحيلنا اجتماع صندوق النقد الدولي 16 و 17 أفريل القادمين للحديث تخفيف الديون للدول النامية],1
[يبارك ترابك تونس],1
[الرجاء الاخوة قراء الصفحة يوافقون النائب المشاركة معانا بتعليق],1
[تعقيب الستاتي تكتب بخطأ مطبعي المرة الاولى ،],1
[تكتبت (مجلس النواب البوم) عوضا (مجلس النواب اليوم) آسف الخطأ، خط تحرير الصفحة معايرة او سب احد],1
[كنت حكيتلكم البارح موضوع معالجة الكورونا بالكلوروكين (لا قلت يصلح يصلحش دخلت موضوع طبي، فقط نقلت معلومات مواقع عالمية مصداقية)],1
[قلتلكم ايضا (على لسان الدكتور Sahbi Ben Fraj) انو وزارة الصحة التونسية خذات قرار استباقي جانفي 2020 بتجهيز مخزون يكفي مداوات عشرات الاف التوانسة (شحنة ب150 الف علبة ديجا وصلت و تحطت مخازن الضيدلية المركزية) و مثلها الطريق قلتلكم انو وزارة الصحة التونسية خذات القرار الاستباقي رغم الاختلاف العلمي العالمي حول صحة علاج الكورونا بالكلوروكين و ان الاوروبيين مازالوا قرروا القيام بتجربة سريرية 300 مريض كامل اوروبا، نتائجها تظهر كان اسابيع],1
[اليوم فرنسا قررت عدم انتظار النتائج و السماح باستعمال العلاج مستشفياتها (المصدر اول تعليق)],1
[الخبر يهمنا مباشرة و لكنو رغم شي دليل مشجع صحة خيار وزارة الصحة التونسية],1
[#تونس_بنساها_و_برجالها],1
[رئيس الحكومة توا المباشر، مراسلة تصل الأن منظمة الصحة العالمية],1
[تونس الدول الاقرب للسيطرة وباء كورونا],1
[الخير يتبع مبادرات الخير],1
[بنك تونسي يتكفل بخلاص كلفة القطع و المواد الاولية اللازمة لطلبة الهندسة بسوسة لتنفيذ مشروعهم لصناعة كمية كبيرة الادوات المحلية لعلاج (respirateur) و مقاومة كورونا],1
[تونس قادرة تمنع],1
[على خير],1
[شيئا فشيئا بدا الحجر الشامل يتحسن، ربي يسترنا و يحمينا و يخرجنا هالغمة سالمين و بأقل مآسي استهتارنا ربي يستر],1
[قلنا دائما انو املنا الوحيد الالتزام بتعليمات القيادة و التعويل امكانيات تونس و خاصة تضامنا و شخصيا (و مجرد انطباع مراقبتي تقريبا لكل يتعلق بالموضوع تونس)، عندي امل كبير انو تونس باش تسلكها بأخف الاضرار و الستار ربي],1
[اكبر نقطة ضعف حاليا، نقطة الضعف المرعبة، و الي نتمنى الحكومة تقلنا شنوا قاعدة تعمل (او تفسرلنا بصراحة علاه عجزت عليها للآن) نقص تجهيز جنود تونس الحرب هذي، اكبر نقطة ضعف مرعبة حربنا كورونا، تواصل نقص وسائل الوقاية اعوان و اطارات الصحة و الامنيين و الجنود و عمال النظافة و عمال المساحات التجارية داخل الاحياء وضعية مرعبة و نقطة ضعف مهولة ينجب يجيونا انواع المآسي، وضعية تخلي اي جندي اي ميدان ينجم يهرب قدر الله (لو هرب هؤلاء، تونس انتهت)، وضعية تخلي الجنود الي يهربوش ينجمو يطيحو و نكونو وقتها بلا اي سلاح وجه الهول القادم، وضعية مرعبة و مخيفة حكومة، قولولنا علاش؟],1
[نحنا كتوانسة وحدنا، و هاذم املنا الوحيد الامن و الجيش و عمال النظافة و المساحات التجارية داخل الاحياء],1
[دعمو صفوف جيوشكم توانسة],1
[ارفعوا معنويات جبوشكم توانسة],1
[احمو جيوشكم توانسة],1
[رانا وحدنا و نمنعوا الكل نموتوا الكل],1
[Ps التصويرة قديمة],1
[تبديل جو],1
[نهار 19 جانفي 2015، تفاجأ موظفي فرع بنكي ولاية تكساس الامريكية، بدخول شيخ عمرو 81 سنة و معاه احفادو جايبين سيكان معبيين بالبياسات فلوس، السيكان فيهم الصرف الي جمعو الشيخ هذاكا طيلة 63 سنة 226 كغ الصرف، طلعولو 816 دولار، هزهم ورق و روح😁],1
[توانسة تذكروا، ممكن نمنعو كارثة كورونا اذا نشدو ديارنا و فقط اذا نشدو ديارنا، توانسة نشدو ديارنا عندنا امل نمنعوا اذا نشدو ديارنا، فقط اذا نشدو ديارنا],1
[نداء الى المواطنين و وسائل الاعلام],1
[- بداية اليوم و الحمدوالله، الناس شيئا فشيئا بدات تفيق بضرورة الحجر، ان شاء الله دخول الجيش الخط يرهب المجرمة الي يحب يدمرو تونس كاملة بتهورهم الاهم، تذكير الناس انها موش نفحة، و انو الموضوع باش يطول جمعتين و الا ثلاثة الاقل],1
[MARTELER QUE CEST POUR AU MOINS 3 SEMAINES],1
[الناس لازمها شيئا فشيئا تحط بالها انو الامر موش مجرد نفحة، و انو الالتزام ثلاثة اسابيع الاقل و هذاورنا الكل باش نذكرو بيه],1
[حاجة ثانية لوسائل الاعلام، عذرا امرا],1
[- هبط خبر رئيس بلدية برج السدرية الي رفض انو وظيرة الصحة وقتها تعمل حجر لناس غادي(و دق اول مسمار خيانة تونس الحرب حسب رايي) كنا احنا حكينا هوني و لمنا وسائل الاعلام الي تناقلت الخبر، لسبب بسيط، احنا وضعية دولة هشة، و نشر الامثلة القذرة تشجع و تعطي افكار لمرضى اخرين، و للاسف هذاكا الي صار، و توا ولينا نبكيو كيفاش فماش حجر اجباري الدولة لذا، رجاءا، تعطيوش صوت لجراثيم الجهويات و الفئويات، توصلوش صوتهم، احقروهم، ذلوهم بالتجاهل (و نتمنى الدولة تقوم بالواجب بقمع القاذورات هذي) اما انتوما وسائل الاعلام دوركم اعظم، تعطيوش و توريوش الامثلة القذرة، ذكروا بالامثلة الجيدة و عديدة جدا بلادنا رغم شي],1
